Stop_distance_mm,Right_distance_mm,Left_distance_mm,Decision,Moving_distance_mm
0.108433456,27,35,left,10
0.589721901,33,39,left,14
0.421674562,32,42,left,14
0.078646488,30,37,left,13
0.473524399,30,41,left,15
0.872938852,32,25,right,12
0.442528598,33,41,left,15
0.37280297,25,38,left,10
0.438499447,29,26,right,10
0.542896215,27,39,left,12
0.861102535,30,44,left,13
0.060030691,29,38,left,15
0.044114743,26,32,left,11
0.853150471,26,41,left,12
0.453199741,25,31,left,12
0.735123493,25,44,left,14
0.432015761,33,36,left,12
0.150975392,32,32,left,10
0.04179288,29,29,left,12
0.655297609,35,25,right,10
0.700836253,30,44,left,15
0.392628913,29,28,right,10
0.008440936,34,35,left,12
0.162657862,32,43,left,10
0.252808604,30,43,left,11
0.907261816,31,26,right,13
0.546760021,35,27,right,10
0.601773351,25,32,left,15
0.653156383,27,34,left,11
0.808303084,33,43,left,11
0.212150691,25,30,left,13
0.024984142,34,34,left,13
0.864991104,32,30,right,12
0.824616339,28,41,left,11
0.518886204,35,30,right,11
0.535162976,26,31,left,11
0.193629445,29,31,left,10
0.281572085,26,36,left,12
0.309344621,27,42,left,13
0.464720955,33,35,left,10
0.345742276,35,42,left,12
0.709872739,29,37,left,14
0.937169606,33,45,left,15
0.687058828,35,44,left,13
0.135043805,35,34,right,11
0.296305375,26,32,left,11
0.406166624,35,32,right,14
0.814683909,28,44,left,10
0.628656032,29,31,left,13
0.480840291,27,42,left,13
0.169185831,32,34,left,15
0.893320179,29,25,right,13
0.647019734,32,36,left,14
0.693818002,31,39,left,12
0.092809324,27,27,left,13
0.792839997,34,32,right,13
0.827081637,27,28,left,14
0.657635469,34,40,left,13
0.608399519,29,32,left,10
0.615235496,26,43,left,10
0.530596312,29,31,left,11
0.046823432,33,40,left,13
0.268002402,34,26,right,14
0.223704709,30,34,left,12
0.198881259,25,25,left,11
0.079243611,28,43,left,14
0.228871228,30,32,left,10
0.426066765,30,38,left,14
0.945168609,31,39,left,13
0.455702069,30,45,left,12
0.954588036,26,41,left,14
0.197726181,30,43,left,10
0.385429234,35,32,right,12
0.561195413,33,45,left,12
0.531106643,26,33,left,14
0.878595975,26,35,left,14
0.495184851,25,38,left,13
0.778381156,35,30,right,15
0.258363723,25,27,left,11
0.328008999,35,39,left,10
0.841892609,31,45,left,13
0.491746586,33,45,left,12
0.9541636,26,32,left,12
0.65317081,34,37,left,13
0.868961739,27,32,left,13
0.019702798,32,36,left,15
0.68981695,27,36,left,11
0.187571237,34,45,left,11
0.554812102,25,34,left,13
0.880300255,33,43,left,11
0.412968332,26,44,left,15
0.400250036,32,26,right,10
0.489556611,25,30,left,14
0.741786402,32,34,left,15
0.90273561,30,36,left,11
0.517749331,27,40,left,10
0.713381432,25,42,left,14
0.470177982,32,32,left,15
0.840516433,25,32,left,13
0.144438186,29,44,left,10
0.482646044,30,44,left,15
0.890486215,33,28,right,14
0.66414284,25,37,left,11
0.784859391,35,36,left,14
0.87518101,25,30,left,13
0.280366683,32,39,left,13
0.937953721,32,29,right,15
0.260097282,25,25,left,15
0.100680442,30,33,left,10
0.569961383,32,41,left,13
0.3113478,27,39,left,15
0.223520875,26,39,left,15
0.456727211,32,36,left,10
0.546303627,32,35,left,14
0.425710341,30,39,left,10
0.27749828,29,26,right,10
0.200060389,28,41,left,11
0.731435715,28,33,left,12
0.067282925,34,44,left,14
0.109113663,29,33,left,14
0.54488848,26,35,left,13
0.111360342,34,25,right,12
0.40208337,31,44,left,10
0.06810115,35,36,left,14
0.957062415,35,34,right,12
0.987868627,29,31,left,14
0.452044917,30,30,left,11
0.618569107,31,32,left,10
0.947379024,29,35,left,12
0.228271977,29,40,left,13
0.972916732,30,27,right,15
0.073026578,31,40,left,11
0.341359696,29,27,right,12
0.452147277,33,40,left,15
0.597602089,27,37,left,10
0.559338909,28,38,left,13
0.225345405,28,29,left,12
0.941059158,30,42,left,10
0.217235101,27,42,left,11
0.569147831,35,45,left,10
0.667286112,33,30,right,10
0.408237457,31,25,right,12
0.718698079,28,25,right,10
0.915641454,34,27,right,13
0.918960926,26,31,left,11
0.739181912,27,26,right,10
0.541603469,31,43,left,10
0.48820862,30,31,left,12
0.835739832,30,27,right,15
0.861416987,26,39,left,15
0.433145502,26,41,left,12
0.884110305,32,36,left,12
0.341651168,33,35,left,11
0.373714777,25,29,left,12
0.982701567,33,36,left,11
0.599692902,33,28,right,14
0.535458569,32,33,left,12
0.693533122,34,36,left,11
0.594856634,35,43,left,12
0.134507246,28,35,left,12
0.90559632,31,34,left,14
0.828896281,28,36,left,15
0.577325284,26,45,left,13
0.175760507,29,26,right,15
0.438962405,32,38,left,14
0.011915859,32,45,left,15
0.039743596,35,32,right,11
0.996152727,29,31,left,13
0.384808617,34,26,right,10
0.185681729,31,42,left,14
0.174906377,35,29,right,12
0.374201088,30,32,left,15
0.124843612,28,37,left,13
0.468393096,29,32,left,15
0.319663012,28,39,left,10
0.368508698,35,45,left,14
0.64693936,25,38,left,11
0.727131536,34,27,right,11
0.826018927,32,30,right,15
0.321775497,27,26,right,14
0.91259478,35,32,right,14
0.416276379,34,35,left,13
0.72402325,29,40,left,11
0.808259568,31,33,left,14
0.439363924,30,30,left,15
0.713739791,26,28,left,10
0.58410748,27,37,left,15
0.645245935,30,31,left,13
0.327640678,30,43,left,12
0.166207166,27,36,left,13
0.399704841,32,44,left,13
0.076663662,25,33,left,10
0.25991537,33,26,right,10
0.850647355,33,38,left,14
0.549921136,27,42,left,15
0.325659291,26,42,left,14
0.295373919,27,42,left,12
0.081346274,26,27,left,12
0.152495857,35,25,right,12
0.414926821,35,28,right,15
0.089037694,33,37,left,15
0.728754804,25,37,left,10
0.353716222,33,44,left,11
0.850051136,32,34,left,13
0.588821925,27,36,left,15
0.345339466,31,33,left,13
0.126248906,25,35,left,14
0.76665331,29,41,left,11
0.787869801,32,40,left,10
0.41649188,25,40,left,12
0.274038647,29,29,left,13
0.166588806,29,35,left,14
0.892888085,30,32,left,13
0.604272849,34,25,right,10
0.391696161,29,36,left,11
0.503049706,27,36,left,13
0.08428986,34,45,left,10
0.6420519,33,33,left,14
0.882913425,32,32,left,13
0.737346619,34,28,right,12
0.802145872,33,28,right,15
0.576279338,31,45,left,11
0.848526297,28,29,left,13
0.20860711,26,37,left,13
0.044444242,29,43,left,12
0.90396878,28,37,left,15
0.837139781,28,35,left,11
0.664656162,27,27,left,15
0.75475094,35,42,left,12
0.593664751,34,36,left,11
0.144491938,35,37,left,12
0.66859978,31,39,left,13
0.011788043,27,33,left,14
0.601850619,29,41,left,11
0.468820457,30,45,left,13
0.636304712,32,36,left,12
0.030004387,29,29,left,12
0.274587683,28,27,right,14
0.749176,35,37,left,12
0.447059192,30,25,right,12
0.195837943,29,34,left,12
0.406293633,25,26,left,14
0.361818926,27,26,right,12
0.853431874,30,32,left,12
0.497824191,35,36,left,12
0.500353382,32,36,left,12
0.32261341,25,35,left,12
0.744455949,33,28,right,13
0.129993251,31,38,left,13
0.422396053,31,40,left,11
0.019449718,35,25,right,15
0.618136756,34,39,left,14
0.225467501,35,29,right,13
0.193024525,25,30,left,10
0.383072192,28,39,left,14
0.093610073,34,38,left,14
0.41420026,25,25,left,12
0.198777614,30,33,left,14
0.99533214,33,38,left,10
0.78993804,33,30,right,11
0.512073813,29,36,left,13
0.793403451,32,40,left,12
0.259219776,33,27,right,11
0.931183646,34,39,left,15
0.855544174,35,28,right,11
0.571915797,30,25,right,15
0.550023016,26,37,left,13
0.512407295,31,31,left,11
0.159441365,31,36,left,10
0.937325384,31,29,right,15
0.835368711,35,43,left,13
0.819540394,32,32,left,10
0.804323016,31,30,right,10
0.214787812,25,45,left,12
0.051923771,28,31,left,10
0.139722197,28,36,left,15
0.842714977,26,44,left,13
0.885089504,28,45,left,13
0.011578819,29,30,left,12
0.517018225,31,43,left,15
0.946083463,29,38,left,10
0.841512703,28,37,left,10
0.704143489,34,31,right,11
0.348094858,35,30,right,13
0.300708068,31,27,right,13
0.215873201,28,25,right,14
0.11177714,27,45,left,14
0.91544101,32,44,left,13
0.39049778,30,36,left,12
0.679382608,27,41,left,12
0.899512688,25,43,left,13
0.502868424,29,28,right,15
0.083506847,31,31,left,15
0.786248439,33,32,right,14
0.797771604,26,25,right,15
0.992477317,34,39,left,10
0.955613741,28,32,left,11
0.032514507,35,45,left,11
0.261110817,34,33,right,12
0.349635315,33,45,left,15
0.598411793,31,44,left,15
0.210793222,32,37,left,10
0.004850154,33,43,left,15
0.151776705,35,42,left,14
0.300211181,32,32,left,13
0.138946184,26,34,left,10
0.241849489,25,32,left,10
0.23333214,30,44,left,13
0.454703366,27,29,left,11
0.872846799,30,44,left,11
0.34899174,28,31,left,15
0.90655333,34,45,left,15
0.849134645,35,41,left,15
0.784928521,29,42,left,14
0.209369392,31,32,left,11
0.77209995,32,42,left,12
0.263637742,35,32,right,10
0.159972192,25,30,left,14
0.827663405,27,31,left,11
0.762455172,26,43,left,15
0.003516945,32,32,left,10
0.57897728,27,25,right,13
0.434823975,27,36,left,11
0.883458459,31,43,left,10
0.508524014,33,42,left,13
0.382759615,31,41,left,12
0.981819555,26,27,left,13
0.171444539,32,36,left,13
0.335045975,26,32,left,10
0.06965229,35,28,right,15
0.886079218,28,43,left,11
0.735184279,28,39,left,14
0.352603845,25,44,left,14
0.250450916,29,41,left,12
0.96516461,27,44,left,15
0.193820348,35,41,left,15
0.381217288,26,34,left,14
0.738631124,32,42,left,10
0.090074729,28,32,left,14
0.356992772,35,42,left,11
0.841969906,31,38,left,13
0.791828322,29,28,right,11
0.436133681,30,31,left,15
0.459280642,27,34,left,11
0.445391973,28,26,right,14
0.875825014,31,34,left,12
0.121485817,31,44,left,15
0.318929171,25,34,left,11
0.653352068,32,31,right,11
0.157289294,26,39,left,15
0.35282297,34,30,right,15
0.886272586,25,43,left,10
0.888381867,30,39,left,13
0.643021621,25,45,left,14
0.72192114,33,44,left,12
0.709824942,33,33,left,13
0.300900314,26,33,left,13
0.601604198,32,43,left,10
0.625341546,31,36,left,14
0.803164105,25,36,left,12
0.06157787,30,27,right,10
0.240390466,27,40,left,11
0.449119215,35,28,right,14
0.728933793,30,28,right,13
0.616046188,25,41,left,12
0.80294646,27,43,left,12
0.538360213,25,35,left,15
0.878730362,25,27,left,11
0.213128506,28,26,right,15
0.119268559,28,45,left,12
0.623438476,32,28,right,10
0.340790538,30,29,right,12
0.801811599,35,37,left,14
0.255909142,26,32,left,15
0.765237935,30,27,right,15
0.189792955,33,28,right,11
0.331217876,27,37,left,15
0.139173657,29,43,left,13
0.404997803,25,30,left,15
0.577021708,34,41,left,13
0.952774211,28,42,left,10
0.278722921,26,38,left,15
0.353695921,31,33,left,15
0.846753547,31,28,right,13
0.348896147,30,27,right,15
0.821649358,33,37,left,15
0.772073913,26,43,left,12
0.975333401,33,26,right,15
0.14483405,35,27,right,10
0.399058664,33,25,right,15
0.445270134,30,37,left,11
0.239492158,34,34,left,10
0.465492203,27,40,left,12
0.074117788,25,28,left,14
0.474383002,31,37,left,11
0.64710072,29,44,left,13
0.759380174,32,41,left,14
0.380448094,32,44,left,12
0.577471742,32,35,left,10
0.342662569,28,38,left,14
0.598173549,30,28,right,15
0.041799123,30,36,left,13
0.209479847,27,41,left,12
0.068045228,34,30,right,12
0.702864607,27,39,left,13
0.12938225,26,40,left,11
0.738569707,35,31,right,15
0.80722774,31,28,right,14
0.204581366,30,35,left,11
0.035820754,31,37,left,10
0.690490536,26,28,left,13
0.608566719,30,32,left,15
0.175374371,30,38,left,14
0.516111185,26,30,left,11
0.633463846,31,28,right,14
0.434753413,30,36,left,10
0.668244389,35,44,left,13
0.416729002,31,38,left,12
0.925736191,31,26,right,15
0.178924779,26,35,left,13
0.250692073,25,38,left,12
0.193751969,30,42,left,12
0.278392084,26,34,left,10
0.897281184,29,36,left,11
0.90140225,34,32,right,11
0.440695573,30,44,left,11
0.58982025,35,33,right,13
0.639026127,35,26,right,15
0.157695706,28,38,left,15
0.994941427,34,27,right,11
0.848597636,33,31,right,14
0.991517165,28,30,left,12
0.095335614,35,30,right,14
0.669088702,25,31,left,13
0.05165512,26,27,left,14
0.730764702,25,34,left,15
0.135924322,29,41,left,15
0.350200796,31,34,left,15
0.974703104,27,35,left,13
0.710883249,35,37,left,10
0.140428467,31,40,left,10
0.897578966,27,25,right,11
0.774863776,34,25,right,15
0.438258637,25,35,left,14
0.53245397,33,45,left,10
0.249639326,27,31,left,11
0.558716366,34,32,right,14
0.34081972,35,38,left,14
0.808453999,32,45,left,11
0.780741149,25,41,left,11
0.18934581,25,34,left,13
0.044450553,30,41,left,10
0.730341473,31,31,left,12
0.232616658,26,37,left,11
0.046547197,30,33,left,10
0.47363707,29,29,left,11
0.332645276,29,42,left,15
0.606233818,27,36,left,11
0.89876632,29,44,left,14
0.929105011,34,43,left,11
0.811064895,25,40,left,12
0.242303059,28,39,left,14
0.471865515,34,25,right,10
0.167927721,29,30,left,10
0.29354412,28,39,left,13
0.706573647,30,45,left,15
0.1418718,25,38,left,13
0.127366127,32,26,right,11
0.516566983,30,38,left,13
0.874421886,33,36,left,14
0.216173499,35,36,left,13
0.046399317,30,41,left,13
0.554753603,29,27,right,13
0.666875117,29,41,left,12
0.986957486,32,39,left,12
0.104197122,30,41,left,11
0.425621514,32,35,left,15
0.230061416,31,28,right,15
0.233755153,35,41,left,13
0.479523257,34,31,right,10
0.57936114,33,40,left,10
0.852838777,25,28,left,13
0.11103844,29,37,left,14
0.50074397,34,26,right,13
0.818533736,29,39,left,13
0.311791638,27,36,left,14
0.649347943,33,39,left,13
0.189542195,34,45,left,10
0.581881651,32,45,left,11
0.948142193,30,39,left,12
0.409107583,27,31,left,10
0.52620848,32,31,right,12
0.583903749,30,42,left,10
0.601830736,30,29,right,14
0.197271747,30,25,right,15
0.423630801,25,39,left,15
0.188504761,27,38,left,11
0.416804248,27,41,left,11
0.986678803,31,45,left,12
0.78379907,26,41,left,11
0.250875734,30,25,right,13
0.140611177,33,42,left,13
0.739185172,34,40,left,14
0.997084205,29,31,left,14
0.68701036,27,35,left,10
0.94380236,25,42,left,14
0.864448678,33,38,left,15
0.891631007,26,39,left,12
0.605164848,26,39,left,11
0.454508426,31,33,left,15
0.52970372,30,26,right,11
0.787650429,32,33,left,13
0.588937316,27,28,left,14
0.891918852,27,41,left,11
0.142608298,31,35,left,14
0.462551167,31,34,left,10
0.97003013,30,30,left,12
0.521105261,26,39,left,15
0.684694146,31,43,left,15
0.390923475,28,37,left,10
0.00947314,30,40,left,12
0.330992491,30,39,left,11
0.029847049,35,26,right,10
0.852421236,28,39,left,13
0.385775685,35,28,right,14
0.19852729,34,34,left,12
0.73223975,28,45,left,13
0.614688689,32,38,left,13
0.527291671,31,33,left,12
0.745426851,25,26,left,14
0.099071572,31,34,left,13
0.481556795,26,30,left,14
0.240291,28,36,left,14
0.796597531,25,41,left,10
0.84122838,31,29,right,12
0.058429923,35,41,left,11
0.09584676,31,26,right,13
0.767010375,31,41,left,12
0.911380436,25,33,left,12
0.276176857,34,40,left,11
0.484261153,34,39,left,14
0.678132964,33,29,right,15
0.211814396,35,42,left,15
0.211354637,32,44,left,13
0.38734412,31,39,left,15
0.55565479,35,31,right,14
0.689162948,26,31,left,14
0.987330566,33,35,left,10
0.35776051,28,38,left,10
0.890705781,35,35,left,12
0.952571634,25,27,left,11
0.856420803,26,44,left,15
0.622236971,26,31,left,15
0.641323346,25,33,left,10
0.503759293,33,39,left,11
0.654940435,35,39,left,11
0.784458825,28,42,left,10
0.694309067,35,40,left,15
0.378703535,25,33,left,14
0.843961115,34,36,left,15
0.526062208,29,30,left,10
0.460041098,28,41,left,10
0.113288229,25,29,left,13
0.566774861,33,39,left,10
0.938480772,27,27,left,11
0.302592495,31,39,left,12
0.682449652,28,36,left,11
0.871730657,29,45,left,15
0.253440089,27,40,left,10
0.286834235,32,29,right,12
0.931830669,26,38,left,12
0.307525165,35,33,right,14
0.015702556,25,28,left,14
0.223364607,29,37,left,10
0.727513362,26,26,left,14
0.886839925,35,33,right,15
0.71435256,35,36,left,13
0.847923353,26,36,left,12
0.937686089,30,43,left,15
0.041245967,26,26,left,13
0.933440069,29,34,left,15
0.176477759,31,27,right,11
0.554134869,32,37,left,11
0.021969645,27,39,left,10
0.731548356,30,36,left,12
0.191257187,30,40,left,15
0.54181944,34,38,left,11
0.21226599,29,29,left,11
0.712710955,28,42,left,13
0.670619966,35,43,left,11
0.41260348,30,28,right,15
0.21174951,29,41,left,13
0.116414062,33,33,left,14
0.839399419,26,36,left,14
0.43791834,25,43,left,12
0.38591346,30,32,left,12
0.334964617,34,25,right,12
0.977451564,28,34,left,12
0.166057495,31,39,left,14
0.006261569,27,31,left,12
0.227571796,34,34,left,10
0.394872774,26,44,left,12
0.454164438,25,42,left,10
0.676628761,26,28,left,14
0.691648449,32,26,right,11
0.348827053,31,25,right,13
0.255797922,30,43,left,11
0.401907398,33,34,left,14
0.121827901,35,27,right,15
0.0341726,33,41,left,15
0.367776965,34,43,left,12
0.082459171,32,37,left,15
0.464389775,35,44,left,11
0.235461578,34,34,left,11
0.441177542,33,45,left,10
0.429442022,28,31,left,14
0.19189434,27,27,left,11
0.983949128,34,41,left,15
0.520057678,28,31,left,11
0.622509489,33,38,left,12
0.617969979,35,34,right,10
0.692657682,26,25,right,14
0.195863645,35,38,left,15
0.367988951,29,26,right,13
0.03649035,29,35,left,14
0.232160407,31,36,left,12
0.732614026,27,27,left,12
0.297014264,33,25,right,14
0.197636417,34,43,left,11
0.069977831,26,30,left,10
0.86709876,27,41,left,15
0.100379419,34,34,left,11
0.851081582,29,25,right,12
0.455443986,28,29,left,12
0.013414972,33,43,left,14
0.908409972,35,43,left,15
0.780156921,29,30,left,12
0.974365181,26,35,left,12
0.866793669,25,37,left,13
0.023203094,35,37,left,12
0.470176635,32,41,left,14
0.071894575,31,30,right,12
0.791413163,28,34,left,15
0.145138352,25,43,left,12
0.531424658,25,37,left,14
0.633840104,25,28,left,13
0.352971481,28,36,left,14
0.284271542,35,41,left,11
0.761207564,29,41,left,11
0.405437528,35,29,right,12
0.058124821,29,28,right,14
0.018828293,31,41,left,12
0.017840597,25,36,left,11
0.262534312,30,41,left,10
0.277096321,32,25,right,11
0.68634276,27,33,left,13
0.527199272,34,36,left,15
0.989615974,27,28,left,13
0.956251255,31,27,right,15
0.749193543,25,32,left,11
0.158698585,32,38,left,12
0.291192232,34,38,left,13
0.019079412,32,32,left,13
0.538447185,30,34,left,11
